transaction_id,order_id,customer_id,amount,currency,payment_method,bank,status,failure_reason,retry_count,created_at,is_recoverable,optimal_action,recovery_probability,expected_outcome
TXN_f62765dae5b8,ORDER_0000859,CUST_00392,19507.49,INR,UPI,SBI,FAILED,NETWORK_TIMEOUT,0,2026-08-03 01:38:50.122833,True,RETRY,0.896,RECOVERABLE
TXN_3de8ded1d58c,ORDER_0000860,CUST_01664,3859.98,INR,CARD,ICICI,SUCCESS,,0,2026-06-24 10:53:02.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6b31acdc4901,ORDER_0000861,CUST_01522,5453.5,INR,CARD,ICICI,SUCCESS,,0,2026-06-17 20:07:34.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_915f7ff4a975,ORDER_0000862,CUST_01937,35956.7,INR,NETBANKING,AXIS,SUCCESS,,0,2026-08-22 04:05:36.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f4701ff014fd,ORDER_0000863,CUST_01560,400.65,INR,WALLET,HDFC,SUCCESS,,0,2026-07-09 19:38:34.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b79e07da69c9,ORDER_0000864,CUST_00812,622.14,INR,WALLET,HDFC,SUCCESS,,0,2026-08-03 09:19:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7fc6883eed50,ORDER_0000865,CUST_01627,64873.55,INR,UPI,KOTAK,SUCCESS,,0,2026-06-10 09:57:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_deb3b7f4ce20,ORDER_0000866,CUST_00448,7589.33,INR,CARD,HDFC,SUCCESS,,0,2026-07-31 19:19:51.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e4f9f6b3acbf,ORDER_0000867,CUST_01112,324.95,INR,CARD,AXIS,FAILED,INSUFFICIENT_FUNDS,0,2026-07-08 13:13:00.122833,False,DO_NOT_CONTACT,0.492,NON_RECOVERABLE
TXN_1c3370bec93f,ORDER_0000868,CUST_01805,6412.08,INR,CARD,HDFC,FAILED,INSUFFICIENT_FUNDS,0,2026-07-26 04:45:05.122833,False,DO_NOT_CONTACT,0.487,NON_RECOVERABLE
TXN_7b2bc306c54f,ORDER_0000869,CUST_00699,2737.28,INR,NETBANKING,SBI,SUCCESS,,0,2026-07-08 10:20:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_54928c6cb26a,ORDER_0000870,CUST_01614,52495.2,INR,CARD,AXIS,SUCCESS,,0,2026-08-31 01:20:56.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0c13ec0d694b,ORDER_0000871,CUST_01384,279.81,INR,UPI,SBI,FAILED,INSUFFICIENT_FUNDS,0,2026-06-22 16:43:35.122833,False,DO_NOT_CONTACT,0.504,NON_RECOVERABLE
TXN_9907345abfae,ORDER_0000872,CUST_01147,5132.74,INR,NETBANKING,ICICI,FAILED,UPI_TIMEOUT,0,2026-06-26 01:59:40.122833,True,RETRY,0.869,RECOVERABLE
TXN_325b73dec474,ORDER_0000873,CUST_00938,817.08,INR,WALLET,ICICI,SUCCESS,,0,2026-08-19 15:05:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a0ef88c1d704,ORDER_0000874,CUST_01137,643.61,INR,WALLET,SBI,SUCCESS,,0,2026-06-26 08:56:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e458cc56c7de,ORDER_0000875,CUST_00320,515.99,INR,NETBANKING,HDFC,SUCCESS,,0,2026-08-07 19:35:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a82cd9866ea9,ORDER_0000876,CUST_00564,8803.56,INR,WALLET,SBI,FAILED,INSUFFICIENT_FUNDS,0,2026-06-09 10:19:42.122833,False,DO_NOT_CONTACT,0.487,NON_RECOVERABLE
TXN_4484df2f4042,ORDER_0000877,CUST_01055,89502.13,INR,UPI,AXIS,SUCCESS,,0,2026-06-14 08:16:23.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e0ffa866995f,ORDER_0000878,CUST_01565,99028.79,INR,CARD,HDFC,SUCCESS,,0,2026-06-04 21:38:11.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_847189e289e1,ORDER_0000879,CUST_00778,8449.78,INR,WALLET,AXIS,SUCCESS,,0,2026-08-22 00:27:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5ca01ac398b3,ORDER_0000880,CUST_01897,42703.59,INR,WALLET,AXIS,SUCCESS,,0,2026-07-22 06:23:06.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_42a793be256b,ORDER_0000881,CUST_00205,666.34,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-06-16 18:31:53.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_10ffb5283967,ORDER_0000882,CUST_01839,862.36,INR,WALLET,AXIS,FAILED,UPI_TIMEOUT,0,2026-08-11 16:43:59.122833,True,RETRY,0.885,RECOVERABLE
TXN_30b9e0df2a06,ORDER_0000883,CUST_00859,252.06,INR,CARD,ICICI,SUCCESS,,0,2026-08-18 20:08:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_90742ed538fb,ORDER_0000884,CUST_01190,39702.31,INR,CARD,KOTAK,SUCCESS,,0,2026-06-09 18:57:33.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5175b19d4d5a,ORDER_0000885,CUST_01819,7381.75,INR,UPI,ICICI,SUCCESS,,0,2026-07-05 20:18:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_77660728579f,ORDER_0000886,CUST_00163,80863.66,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-27 15:21:57.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b4606ee1315a,ORDER_0000887,CUST_01853,611.41,INR,NETBANKING,AXIS,SUCCESS,,0,2026-07-23 06:11:54.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_70a3e9b92a2b,ORDER_0000888,CUST_01530,2989.19,INR,UPI,KOTAK,SUCCESS,,0,2026-08-10 21:38:47.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_80a39d577bb0,ORDER_0000889,CUST_00014,24247.22,INR,UPI,ICICI,SUCCESS,,0,2026-07-02 04:27:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5415c1f4743e,ORDER_0000890,CUST_01235,36539.17,INR,UPI,AXIS,SUCCESS,,0,2026-08-19 18:36:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b682b47edd0a,ORDER_0000891,CUST_01816,2318.74,INR,WALLET,ICICI,SUCCESS,,0,2026-06-27 13:55:50.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5ab6c3ef6320,ORDER_0000892,CUST_00602,1252.04,INR,UPI,KOTAK,FAILED,NETWORK_TIMEOUT,0,2026-06-17 00:04:35.122833,True,RETRY,0.932,RECOVERABLE
TXN_a2cee0613a35,ORDER_0000893,CUST_01689,74902.54,INR,CARD,AXIS,SUCCESS,,0,2026-08-26 02:09:12.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_8a0960331382,ORDER_0000894,CUST_01046,996.51,INR,UPI,AXIS,SUCCESS,,0,2026-07-06 00:26:25.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d9aa89e278b2,ORDER_0000895,CUST_00992,55098.58,INR,WALLET,ICICI,SUCCESS,,0,2026-07-08 22:41:33.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_55d9143d71dd,ORDER_0000896,CUST_01800,68353.89,INR,WALLET,HDFC,SUCCESS,,0,2026-07-19 09:37:42.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_58b688b0f4ff,ORDER_0000897,CUST_00029,257.85,INR,WALLET,SBI,SUCCESS,,0,2026-07-05 20:08:15.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b071950bed3b,ORDER_0000898,CUST_01453,23507.97,INR,NETBANKING,AXIS,SUCCESS,,0,2026-08-17 03:16:10.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_723898b63126,ORDER_0000899,CUST_00557,2076.32,INR,NETBANKING,AXIS,SUCCESS,,0,2026-07-17 04:39:42.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c3e837161592,ORDER_0000900,CUST_00411,11098.07,INR,UPI,HDFC,FAILED,INSUFFICIENT_FUNDS,0,2026-08-23 17:05:44.122833,False,DO_NOT_CONTACT,0.478,NON_RECOVERABLE
TXN_a5c24460b3bd,ORDER_0000901,CUST_00062,90832.12,INR,NETBANKING,SBI,FAILED,NETWORK_TIMEOUT,0,2026-06-22 06:17:37.122833,True,RETRY,0.836,RECOVERABLE
TXN_9a0b43f925ea,ORDER_0000902,CUST_01614,1295.56,INR,UPI,AXIS,SUCCESS,,0,2026-07-21 20:43:51.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_31212a13022d,ORDER_0000903,CUST_00454,58127.85,INR,WALLET,KOTAK,FAILED,NETWORK_TIMEOUT,0,2026-07-24 19:21:51.122833,True,RETRY,0.977,RECOVERABLE
TXN_8e3f7da4a8c0,ORDER_0000904,CUST_01581,15037.73,INR,CARD,SBI,FAILED,AUTHENTICATION_FAILED,0,2026-07-23 08:55:25.122833,False,DO_NOT_CONTACT,0.197,NON_RECOVERABLE
TXN_da2919bb53a0,ORDER_0000905,CUST_01307,76549.22,INR,CARD,HDFC,FAILED,CARD_EXPIRED,0,2026-08-04 18:51:19.122833,False,DO_NOT_CONTACT,0.165,NON_RECOVERABLE
TXN_c38dcbab5c3c,ORDER_0000906,CUST_00410,871.77,INR,CARD,SBI,SUCCESS,,0,2026-06-06 12:06:50.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_9a80f5ffbfa1,ORDER_0000907,CUST_01150,34972.89,INR,WALLET,HDFC,FAILED,UPI_TIMEOUT,0,2026-06-21 01:07:47.122833,True,RETRY,0.849,RECOVERABLE
TXN_e38aa6f9412a,ORDER_0000908,CUST_01455,760.0,INR,CARD,KOTAK,SUCCESS,,0,2026-07-23 08:00:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d429e995e906,ORDER_0000909,CUST_00577,31954.65,INR,UPI,ICICI,SUCCESS,,0,2026-07-18 22:30:47.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ca8ed7a1be8e,ORDER_0000910,CUST_01341,5832.4,INR,UPI,ICICI,SUCCESS,,0,2026-08-18 07:14:08.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_fcba16e59850,ORDER_0000911,CUST_00848,670.52,INR,NETBANKING,ICICI,SUCCESS,,0,2026-07-18 19:36:30.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_afa94f5255f6,ORDER_0000912,CUST_01158,5881.32,INR,CARD,AXIS,SUCCESS,,0,2026-07-01 17:19:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_96602f90f7ee,ORDER_0000913,CUST_00167,612.4,INR,UPI,ICICI,FAILED,NETWORK_TIMEOUT,0,2026-08-11 12:02:35.122833,True,RETRY,0.949,RECOVERABLE
TXN_4cf8fca720b2,ORDER_0000914,CUST_00273,27531.89,INR,NETBANKING,KOTAK,FAILED,BANK_DECLINED,0,2026-08-01 06:03:05.122833,False,DO_NOT_CONTACT,0.611,NON_RECOVERABLE
TXN_b26118314048,ORDER_0000915,CUST_01354,9930.14,INR,WALLET,SBI,SUCCESS,,0,2026-07-30 23:37:17.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_20584dee1e29,ORDER_0000916,CUST_00004,6680.15,INR,WALLET,ICICI,SUCCESS,,0,2026-07-22 12:32:17.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_8ffa3309c493,ORDER_0000917,CUST_01874,33777.99,INR,CARD,KOTAK,SUCCESS,,0,2026-06-26 18:37:40.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_64f5f7c8fd21,ORDER_0000918,CUST_01991,55275.61,INR,WALLET,KOTAK,SUCCESS,,0,2026-07-15 07:44:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_65756b126b82,ORDER_0000919,CUST_01825,200.32,INR,CARD,KOTAK,SUCCESS,,0,2026-07-03 14:10:19.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e6992657274e,ORDER_0000920,CUST_00288,904.03,INR,WALLET,ICICI,FAILED,BANK_DECLINED,0,2026-06-08 23:07:45.122833,False,DO_NOT_CONTACT,0.589,NON_RECOVERABLE
TXN_e904b60077b6,ORDER_0000921,CUST_00641,7056.79,INR,WALLET,ICICI,SUCCESS,,0,2026-07-05 20:17:18.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_25fe51d07171,ORDER_0000922,CUST_01087,674.09,INR,WALLET,AXIS,SUCCESS,,0,2026-08-15 15:56:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_97d8c60a799e,ORDER_0000923,CUST_01269,37484.54,INR,CARD,HDFC,SUCCESS,,0,2026-07-18 09:54:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_a699392d5274,ORDER_0000924,CUST_01773,64857.4,INR,UPI,AXIS,SUCCESS,,0,2026-08-06 19:58:31.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_39414fe58066,ORDER_0000925,CUST_01541,239.14,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-08-24 08:30:04.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f36fc7d0ae30,ORDER_0000926,CUST_01741,39311.31,INR,UPI,AXIS,SUCCESS,,0,2026-07-18 14:20:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6df6df20a968,ORDER_0000927,CUST_00586,8098.74,INR,WALLET,SBI,SUCCESS,,0,2026-06-24 19:19:45.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0aa540711584,ORDER_0000928,CUST_01611,5247.84,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-07-08 14:22:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c690865cf128,ORDER_0000929,CUST_01559,41854.02,INR,NETBANKING,HDFC,SUCCESS,,0,2026-07-03 05:10:32.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_aa6880820c54,ORDER_0000930,CUST_00917,4827.68,INR,NETBANKING,SBI,SUCCESS,,0,2026-06-03 03:34:57.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e1c460c62a02,ORDER_0000931,CUST_01657,4636.73,INR,WALLET,ICICI,SUCCESS,,0,2026-08-04 07:10:14.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d8800efbe664,ORDER_0000932,CUST_01468,824.83,INR,WALLET,ICICI,SUCCESS,,0,2026-08-21 01:41:06.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f8e017d994d3,ORDER_0000933,CUST_01249,2877.48,INR,UPI,KOTAK,FAILED,INSUFFICIENT_FUNDS,0,2026-08-22 10:21:03.122833,True,PAYMENT_LINK,0.463,RECOVERABLE
TXN_a601f1f6de26,ORDER_0000934,CUST_01420,3896.61,INR,NETBANKING,ICICI,FAILED,NETWORK_TIMEOUT,0,2026-07-26 18:45:28.122833,True,RETRY,0.892,RECOVERABLE
TXN_e7edc1e0d93f,ORDER_0000935,CUST_01938,29348.19,INR,WALLET,ICICI,SUCCESS,,0,2026-07-15 07:52:45.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_de866538b78e,ORDER_0000936,CUST_01288,1961.51,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-11 18:43:31.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e8e986674b45,ORDER_0000937,CUST_00999,531.71,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-17 10:45:27.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_5e73a3c574e4,ORDER_0000938,CUST_01494,7190.21,INR,CARD,ICICI,SUCCESS,,0,2026-06-26 20:32:54.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_bcde38e6816f,ORDER_0000939,CUST_01959,352.13,INR,UPI,SBI,SUCCESS,,0,2026-06-08 01:07:16.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6dabb710fe02,ORDER_0000940,CUST_01549,3484.42,INR,UPI,AXIS,SUCCESS,,0,2026-06-13 09:05:06.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_6b58940468a2,ORDER_0000941,CUST_01538,16658.99,INR,CARD,KOTAK,SUCCESS,,0,2026-07-12 18:32:09.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_43e5454aa276,ORDER_0000942,CUST_00918,63082.75,INR,WALLET,AXIS,FAILED,LIMIT_EXCEEDED,0,2026-06-22 00:23:06.122833,True,PAYMENT_LINK,0.202,RECOVERABLE
TXN_708c544470f6,ORDER_0000943,CUST_01245,39505.79,INR,WALLET,HDFC,SUCCESS,,0,2026-08-15 15:47:15.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_607ed1bccf3f,ORDER_0000944,CUST_01631,83557.9,INR,NETBANKING,AXIS,SUCCESS,,0,2026-06-04 17:16:59.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_3bf1c44a87b9,ORDER_0000945,CUST_01091,88365.28,INR,CARD,SBI,FAILED,INSUFFICIENT_FUNDS,0,2026-08-10 16:03:11.122833,False,DO_NOT_CONTACT,0.471,NON_RECOVERABLE
TXN_0d892f90dc01,ORDER_0000946,CUST_00594,9614.8,INR,WALLET,SBI,FAILED,NETWORK_TIMEOUT,0,2026-08-14 03:38:14.122833,True,RETRY,0.962,RECOVERABLE
TXN_d1ce540380a0,ORDER_0000947,CUST_00132,2657.26,INR,CARD,SBI,SUCCESS,,0,2026-07-07 18:21:38.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_038c934ca020,ORDER_0000948,CUST_00906,7099.02,INR,WALLET,KOTAK,SUCCESS,,0,2026-07-31 04:53:38.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_8f03398fac2e,ORDER_0000949,CUST_00756,1208.24,INR,UPI,AXIS,SUCCESS,,0,2026-07-14 02:07:04.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_b3cc34dd26d1,ORDER_0000950,CUST_00116,14322.8,INR,WALLET,ICICI,SUCCESS,,0,2026-06-08 10:50:31.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_59d3f9edeab6,ORDER_0000951,CUST_01004,5610.36,INR,UPI,AXIS,SUCCESS,,0,2026-06-05 17:07:33.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_0a6f95f3b13d,ORDER_0000952,CUST_01075,39436.3,INR,CARD,AXIS,FAILED,INSUFFICIENT_FUNDS,0,2026-07-20 08:49:47.122833,True,PAYMENT_LINK,0.454,RECOVERABLE
TXN_ca7a0e44c949,ORDER_0000953,CUST_00364,354.38,INR,UPI,KOTAK,FAILED,UPI_TIMEOUT,0,2026-07-27 11:37:30.122833,True,RETRY,0.906,RECOVERABLE
TXN_15c744d88939,ORDER_0000954,CUST_01790,182.93,INR,UPI,AXIS,FAILED,INSUFFICIENT_FUNDS,0,2026-08-19 03:12:59.122833,False,DO_NOT_CONTACT,0.462,NON_RECOVERABLE
TXN_8d71e9a34dfb,ORDER_0000955,CUST_01009,8663.37,INR,UPI,KOTAK,FAILED,BANK_DECLINED,0,2026-07-31 19:50:27.122833,False,DO_NOT_CONTACT,0.546,NON_RECOVERABLE
TXN_12dbb3de6ef4,ORDER_0000956,CUST_01385,16577.52,INR,CARD,AXIS,SUCCESS,,0,2026-07-14 10:32:36.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_c722c5f4cd38,ORDER_0000957,CUST_01008,90042.02,INR,UPI,KOTAK,SUCCESS,,0,2026-06-17 09:01:43.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2b7ddb698447,ORDER_0000958,CUST_01952,1657.23,INR,UPI,ICICI,FAILED,BANK_DECLINED,0,2026-07-16 16:22:15.122833,True,PAYMENT_LINK,0.632,RECOVERABLE
TXN_949c3c32ec4b,ORDER_0000959,CUST_00463,7233.28,INR,UPI,KOTAK,SUCCESS,,0,2026-08-27 22:48:35.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_e5e3362a30d6,ORDER_0000960,CUST_01228,6172.64,INR,CARD,ICICI,SUCCESS,,0,2026-06-04 10:20:19.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_538bc91c4f0d,ORDER_0000961,CUST_00037,107.68,INR,NETBANKING,SBI,FAILED,CUSTOMER_CANCELLED,0,2026-07-29 08:03:38.122833,False,DO_NOT_CONTACT,0.054,NON_RECOVERABLE
TXN_344800ba6b11,ORDER_0000962,CUST_00103,51197.8,INR,NETBANKING,SBI,FAILED,LIMIT_EXCEEDED,0,2026-06-22 01:10:15.122833,False,DO_NOT_CONTACT,0.209,NON_RECOVERABLE
TXN_bd607c9d182a,ORDER_0000963,CUST_01304,41918.08,INR,WALLET,KOTAK,FAILED,INSUFFICIENT_FUNDS,0,2026-08-25 19:11:15.122833,True,PAYMENT_LINK,0.503,RECOVERABLE
TXN_5551ed0cd2e4,ORDER_0000964,CUST_01891,2699.63,INR,WALLET,AXIS,FAILED,BANK_DECLINED,0,2026-06-20 05:29:32.122833,True,PAYMENT_LINK,0.575,RECOVERABLE
TXN_ce2640df42b8,ORDER_0000965,CUST_01697,190.81,INR,WALLET,AXIS,SUCCESS,,0,2026-08-17 06:38:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_4a2e5270ceab,ORDER_0000966,CUST_00282,4136.68,INR,WALLET,KOTAK,FAILED,CUSTOMER_CANCELLED,0,2026-06-24 22:32:44.122833,False,DO_NOT_CONTACT,0.054,NON_RECOVERABLE
TXN_3bb21cf3f7e6,ORDER_0000967,CUST_00713,2815.31,INR,UPI,AXIS,SUCCESS,,0,2026-06-25 05:14:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_d288d02309d1,ORDER_0000968,CUST_00937,942.67,INR,WALLET,AXIS,SUCCESS,,0,2026-08-26 19:24:30.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_628f0e926e6a,ORDER_0000969,CUST_01339,4956.77,INR,CARD,ICICI,SUCCESS,,0,2026-06-05 01:36:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_62ca1d423d54,ORDER_0000970,CUST_00514,7695.48,INR,UPI,KOTAK,SUCCESS,,0,2026-06-07 09:02:32.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_18309e69d5c8,ORDER_0000971,CUST_01100,4592.6,INR,CARD,HDFC,SUCCESS,,0,2026-07-29 21:40:13.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_220543b2e4d6,ORDER_0000972,CUST_01843,25758.71,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-11 22:36:53.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_4f24e36d8923,ORDER_0000973,CUST_00524,2465.95,INR,UPI,ICICI,SUCCESS,,0,2026-08-13 12:11:08.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_db0a84790fd3,ORDER_0000974,CUST_00782,644.36,INR,UPI,ICICI,FAILED,BANK_DECLINED,0,2026-06-23 00:27:47.122833,False,DO_NOT_CONTACT,0.612,NON_RECOVERABLE
TXN_12b75cca420b,ORDER_0000975,CUST_01765,8198.12,INR,CARD,SBI,FAILED,AUTHENTICATION_FAILED,0,2026-07-21 23:48:13.122833,True,CUSTOMER_NUDGE,0.198,RECOVERABLE
TXN_d430c3d106c3,ORDER_0000976,CUST_01930,5112.58,INR,WALLET,HDFC,SUCCESS,,0,2026-07-11 11:09:02.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_f601e072628e,ORDER_0000977,CUST_01885,1900.59,INR,WALLET,ICICI,SUCCESS,,0,2026-08-22 19:37:54.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_cf6a2c95821a,ORDER_0000978,CUST_01091,158.78,INR,NETBANKING,HDFC,SUCCESS,,0,2026-08-09 16:18:41.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_72864c4a32b2,ORDER_0000979,CUST_00280,6792.24,INR,CARD,SBI,SUCCESS,,0,2026-06-04 03:17:52.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_93b3ec72dd6e,ORDER_0000980,CUST_00448,3472.45,INR,NETBANKING,SBI,SUCCESS,,0,2026-06-07 00:04:59.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_433e87e72521,ORDER_0000981,CUST_00964,226.66,INR,CARD,KOTAK,SUCCESS,,0,2026-07-22 22:50:29.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_79ad573c3008,ORDER_0000982,CUST_00824,240.18,INR,NETBANKING,HDFC,FAILED,BANK_DECLINED,0,2026-07-30 11:37:18.122833,False,DO_NOT_CONTACT,0.536,NON_RECOVERABLE
TXN_989e1e483c9e,ORDER_0000983,CUST_01013,8797.11,INR,NETBANKING,ICICI,SUCCESS,,0,2026-08-01 13:22:20.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_315b40bc8803,ORDER_0000984,CUST_00060,25517.8,INR,NETBANKING,ICICI,SUCCESS,,0,2026-06-17 07:06:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_629cb3a7ac58,ORDER_0000985,CUST_00023,767.77,INR,UPI,KOTAK,SUCCESS,,0,2026-08-17 23:10:29.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_25535ab53826,ORDER_0000986,CUST_01203,37545.83,INR,UPI,ICICI,SUCCESS,,0,2026-07-08 19:56:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_9bc263c381a8,ORDER_0000987,CUST_00867,918.08,INR,WALLET,AXIS,SUCCESS,,0,2026-07-04 19:00:24.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_ba4e3f0e38dc,ORDER_0000988,CUST_01112,125.65,INR,WALLET,KOTAK,SUCCESS,,0,2026-08-30 07:09:11.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_3ced2e264a12,ORDER_0000989,CUST_00236,78625.21,INR,CARD,HDFC,SUCCESS,,0,2026-07-23 14:10:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_1e8961dd52a9,ORDER_0000990,CUST_00479,252.77,INR,NETBANKING,HDFC,SUCCESS,,0,2026-06-11 13:01:44.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_7f8186e0b923,ORDER_0000991,CUST_00046,1596.93,INR,CARD,AXIS,SUCCESS,,0,2026-07-12 21:33:49.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_86362ae72e3a,ORDER_0000992,CUST_00286,22096.49,INR,CARD,AXIS,SUCCESS,,0,2026-08-20 04:27:43.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_2277193e24ab,ORDER_0000993,CUST_00395,3802.88,INR,NETBANKING,KOTAK,SUCCESS,,0,2026-06-15 01:05:20.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_43621a860b22,ORDER_0000994,CUST_00238,96121.48,INR,UPI,KOTAK,SUCCESS,,0,2026-08-11 03:30:01.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
TXN_9ab35dc2c87f,ORDER_0000995,CUST_01973,84798.04,INR,WALLET,KOTAK,SUCCESS,,0,2026-06-21 15:44:48.122833,False,NONE,0.0,NO_RECOVERY_NEEDED
