subscription_id,customer_id,plan,amount,billing_cycle,status,next_payment_date
SUB_000265,CUST_01122,PRO,1499,YEARLY,ACTIVE,2026-09-04 14:21:58.268407
SUB_000266,CUST_00108,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-08 14:21:58.268407
SUB_000267,CUST_00191,PRO,1499,MONTHLY,PAST_DUE,2026-09-23 14:21:58.269406
SUB_000268,CUST_00370,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-04 14:21:58.269406
SUB_000269,CUST_01012,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-04 14:21:58.269406
SUB_000270,CUST_01885,BASIC,499,MONTHLY,PAST_DUE,2026-09-01 14:21:58.269406
SUB_000271,CUST_01473,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-24 14:21:58.269406
SUB_000272,CUST_01378,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-14 14:21:58.269406
SUB_000273,CUST_00764,BUSINESS,4999,YEARLY,ACTIVE,2026-09-04 14:21:58.269406
SUB_000274,CUST_01098,BASIC,499,MONTHLY,ACTIVE,2026-09-20 14:21:58.270409
SUB_000275,CUST_01752,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-16 14:21:58.270409
SUB_000276,CUST_00017,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-20 14:21:58.270409
SUB_000277,CUST_01712,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-17 14:21:58.270409
SUB_000278,CUST_01121,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-02 14:21:58.270409
SUB_000279,CUST_01334,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-23 14:21:58.270409
SUB_000280,CUST_00135,BASIC,499,MONTHLY,CANCELLED,2026-09-29 14:21:58.270409
SUB_000281,CUST_00089,PRO,1499,MONTHLY,ACTIVE,2026-09-11 14:21:58.270409
SUB_000282,CUST_00764,BASIC,499,YEARLY,CANCELLED,2026-09-18 14:21:58.271407
SUB_000283,CUST_00484,PRO,1499,YEARLY,CANCELLED,2026-09-07 14:21:58.271407
SUB_000284,CUST_01818,BUSINESS,4999,YEARLY,CANCELLED,2026-09-23 14:21:58.271407
SUB_000285,CUST_00922,PRO,1499,YEARLY,CANCELLED,2026-09-22 14:21:58.272408
SUB_000286,CUST_01488,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-16 14:21:58.272408
SUB_000287,CUST_00533,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-24 14:21:58.272408
SUB_000288,CUST_00125,BASIC,499,MONTHLY,CANCELLED,2026-09-15 14:21:58.272890
SUB_000289,CUST_00441,PRO,1499,YEARLY,CANCELLED,2026-09-13 14:21:58.272890
SUB_000290,CUST_01059,BASIC,499,YEARLY,ACTIVE,2026-09-12 14:21:58.272890
SUB_000291,CUST_01567,PRO,1499,YEARLY,CANCELLED,2026-09-06 14:21:58.272890
SUB_000292,CUST_00801,BUSINESS,4999,YEARLY,CANCELLED,2026-09-27 14:21:58.272890
SUB_000293,CUST_00318,BUSINESS,4999,YEARLY,ACTIVE,2026-09-27 14:21:58.272890
SUB_000294,CUST_00938,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-30 14:21:58.272890
SUB_000295,CUST_00964,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-02 14:21:58.272890
SUB_000296,CUST_00374,BUSINESS,4999,YEARLY,ACTIVE,2026-09-21 14:21:58.273936
SUB_000297,CUST_01962,BASIC,499,YEARLY,ACTIVE,2026-09-28 14:21:58.273936
SUB_000298,CUST_00394,BUSINESS,4999,YEARLY,CANCELLED,2026-09-07 14:21:58.273936
SUB_000299,CUST_01525,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-13 14:21:58.273936
SUB_000300,CUST_00733,BASIC,499,MONTHLY,ACTIVE,2026-09-10 14:21:58.273936
SUB_000301,CUST_01842,PRO,1499,MONTHLY,CANCELLED,2026-09-28 14:21:58.273936
SUB_000302,CUST_01500,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-23 14:21:58.273936
SUB_000303,CUST_01291,BASIC,499,MONTHLY,ACTIVE,2026-09-30 14:21:58.274932
SUB_000304,CUST_00409,BASIC,499,MONTHLY,ACTIVE,2026-09-20 14:21:58.274932
SUB_000305,CUST_00805,BUSINESS,4999,YEARLY,ACTIVE,2026-09-15 14:21:58.274932
SUB_000306,CUST_01676,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-25 14:21:58.274932
SUB_000307,CUST_00760,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-19 14:21:58.274932
SUB_000308,CUST_00353,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-07 14:21:58.274932
SUB_000309,CUST_00127,BASIC,499,YEARLY,ACTIVE,2026-09-04 14:21:58.274932
SUB_000310,CUST_01831,BASIC,499,MONTHLY,PAST_DUE,2026-09-08 14:21:58.274932
SUB_000311,CUST_01346,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-29 14:21:58.275931
SUB_000312,CUST_00559,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-01 14:21:58.275931
SUB_000313,CUST_01048,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-28 14:21:58.275931
SUB_000314,CUST_01316,BASIC,499,MONTHLY,ACTIVE,2026-09-11 14:21:58.275931
SUB_000315,CUST_01181,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-28 14:21:58.275931
SUB_000316,CUST_01131,BUSINESS,4999,YEARLY,ACTIVE,2026-09-04 14:21:58.275931
SUB_000317,CUST_00450,PRO,1499,MONTHLY,PAST_DUE,2026-09-08 14:21:58.275931
SUB_000318,CUST_01997,BASIC,499,MONTHLY,ACTIVE,2026-09-26 14:21:58.276930
SUB_000319,CUST_01305,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-19 14:21:58.276930
SUB_000320,CUST_01329,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-16 14:21:58.276930
SUB_000321,CUST_00226,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-23 14:21:58.276930
SUB_000322,CUST_01814,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-15 14:21:58.276930
SUB_000323,CUST_01108,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-30 14:21:58.276930
SUB_000324,CUST_01456,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-24 14:21:58.276930
SUB_000325,CUST_01994,BASIC,499,MONTHLY,ACTIVE,2026-09-26 14:21:58.277931
SUB_000326,CUST_00935,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-27 14:21:58.277931
SUB_000327,CUST_01076,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-26 14:21:58.277931
SUB_000328,CUST_00494,PRO,1499,YEARLY,CANCELLED,2026-09-28 14:21:58.277931
SUB_000329,CUST_00001,PRO,1499,MONTHLY,CANCELLED,2026-09-13 14:21:58.277931
SUB_000330,CUST_00364,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-28 14:21:58.277931
SUB_000331,CUST_01197,PRO,1499,MONTHLY,ACTIVE,2026-09-03 14:21:58.277931
SUB_000332,CUST_00108,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-04 14:21:58.277931
SUB_000333,CUST_00881,PRO,1499,YEARLY,CANCELLED,2026-09-15 14:21:58.278933
SUB_000334,CUST_01910,PRO,1499,MONTHLY,ACTIVE,2026-09-04 14:21:58.278933
SUB_000335,CUST_01387,BASIC,499,MONTHLY,CANCELLED,2026-09-02 14:21:58.278933
SUB_000336,CUST_00311,BASIC,499,MONTHLY,ACTIVE,2026-09-24 14:21:58.278933
SUB_000337,CUST_00795,BUSINESS,4999,YEARLY,ACTIVE,2026-09-16 14:21:58.278933
SUB_000338,CUST_00418,BASIC,499,YEARLY,ACTIVE,2026-09-06 14:21:58.278933
SUB_000339,CUST_01774,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-12 14:21:58.278933
SUB_000340,CUST_00180,BASIC,499,YEARLY,ACTIVE,2026-09-08 14:21:58.279933
SUB_000341,CUST_01174,PRO,1499,MONTHLY,ACTIVE,2026-09-14 14:21:58.279933
SUB_000342,CUST_00592,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-20 14:21:58.279933
SUB_000343,CUST_00221,BASIC,499,MONTHLY,CANCELLED,2026-09-21 14:21:58.279933
SUB_000344,CUST_01199,BASIC,499,YEARLY,CANCELLED,2026-09-19 14:21:58.279933
SUB_000345,CUST_01244,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-11 14:21:58.279933
SUB_000346,CUST_00842,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-04 14:21:58.279933
SUB_000347,CUST_00387,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-03 14:21:58.280933
SUB_000348,CUST_01292,PRO,1499,MONTHLY,ACTIVE,2026-09-09 14:21:58.280933
SUB_000349,CUST_00819,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-17 14:21:58.280933
SUB_000350,CUST_01706,PRO,1499,YEARLY,ACTIVE,2026-09-27 14:21:58.280933
SUB_000351,CUST_01239,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-17 14:21:58.280933
SUB_000352,CUST_00763,BUSINESS,4999,YEARLY,CANCELLED,2026-09-27 14:21:58.280933
SUB_000353,CUST_00774,BUSINESS,4999,YEARLY,ACTIVE,2026-09-01 14:21:58.280933
SUB_000354,CUST_00843,PRO,1499,YEARLY,ACTIVE,2026-09-03 14:21:58.281931
SUB_000355,CUST_01743,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-28 14:21:58.281931
SUB_000356,CUST_00276,ENTERPRISE,19999,MONTHLY,PAST_DUE,2026-09-03 14:21:58.281931
SUB_000357,CUST_00149,PRO,1499,MONTHLY,PAST_DUE,2026-09-09 14:21:58.281931
SUB_000358,CUST_00325,BASIC,499,YEARLY,ACTIVE,2026-09-25 14:21:58.281931
SUB_000359,CUST_00181,BUSINESS,4999,YEARLY,CANCELLED,2026-09-14 14:21:58.281931
SUB_000360,CUST_01113,PRO,1499,YEARLY,PAST_DUE,2026-09-03 14:21:58.281931
SUB_000361,CUST_00816,PRO,1499,MONTHLY,ACTIVE,2026-09-10 14:21:58.282931
SUB_000362,CUST_00680,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-16 14:21:58.282931
SUB_000363,CUST_00454,BASIC,499,YEARLY,ACTIVE,2026-09-20 14:21:58.282931
SUB_000364,CUST_01441,PRO,1499,YEARLY,CANCELLED,2026-09-24 14:21:58.282931
SUB_000365,CUST_01983,BUSINESS,4999,YEARLY,CANCELLED,2026-09-28 14:21:58.282931
SUB_000366,CUST_00679,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-10 14:21:58.282931
SUB_000367,CUST_00743,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-09 14:21:58.282931
SUB_000368,CUST_01096,BUSINESS,4999,YEARLY,ACTIVE,2026-09-03 14:21:58.283933
SUB_000369,CUST_01615,PRO,1499,YEARLY,CANCELLED,2026-09-17 14:21:58.283933
SUB_000370,CUST_01320,PRO,1499,MONTHLY,CANCELLED,2026-09-06 14:21:58.283933
SUB_000371,CUST_00293,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-21 14:21:58.283933
SUB_000372,CUST_01373,PRO,1499,YEARLY,PAST_DUE,2026-09-02 14:21:58.283933
SUB_000373,CUST_01536,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-23 14:21:58.283933
SUB_000374,CUST_00874,BASIC,499,YEARLY,PAST_DUE,2026-09-16 14:21:58.284933
SUB_000375,CUST_00011,PRO,1499,MONTHLY,ACTIVE,2026-09-18 14:21:58.284933
SUB_000376,CUST_00981,PRO,1499,YEARLY,ACTIVE,2026-09-07 14:21:58.284933
SUB_000377,CUST_00506,BASIC,499,YEARLY,ACTIVE,2026-09-01 14:21:58.284933
SUB_000378,CUST_01886,BASIC,499,MONTHLY,CANCELLED,2026-09-22 14:21:58.284933
SUB_000379,CUST_00510,PRO,1499,YEARLY,ACTIVE,2026-09-07 14:21:58.284933
SUB_000380,CUST_00051,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-21 14:21:58.284933
SUB_000381,CUST_00357,BUSINESS,4999,YEARLY,ACTIVE,2026-09-19 14:21:58.285932
SUB_000382,CUST_00946,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-24 14:21:58.285932
SUB_000383,CUST_01826,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-05 14:21:58.285932
SUB_000384,CUST_00643,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-23 14:21:58.285932
SUB_000385,CUST_00070,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-17 14:21:58.285932
SUB_000386,CUST_00878,PRO,1499,YEARLY,ACTIVE,2026-09-16 14:21:58.285932
SUB_000387,CUST_01201,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-25 14:21:58.285932
SUB_000388,CUST_00247,PRO,1499,MONTHLY,ACTIVE,2026-09-14 14:21:58.286931
SUB_000389,CUST_00581,BASIC,499,MONTHLY,ACTIVE,2026-09-10 14:21:58.286931
SUB_000390,CUST_01160,BASIC,499,MONTHLY,CANCELLED,2026-09-02 14:21:58.286931
SUB_000391,CUST_00113,PRO,1499,YEARLY,ACTIVE,2026-09-18 14:21:58.286931
SUB_000392,CUST_01337,PRO,1499,YEARLY,ACTIVE,2026-09-12 14:21:58.286931
SUB_000393,CUST_01313,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-19 14:21:58.286931
SUB_000394,CUST_00158,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-26 14:21:58.286931
SUB_000395,CUST_00413,PRO,1499,MONTHLY,ACTIVE,2026-09-22 14:21:58.287931
SUB_000396,CUST_01161,PRO,1499,MONTHLY,ACTIVE,2026-09-17 14:21:58.287931
SUB_000397,CUST_01354,ENTERPRISE,19999,MONTHLY,PAST_DUE,2026-09-12 14:21:58.287931
SUB_000398,CUST_01854,PRO,1499,MONTHLY,ACTIVE,2026-09-08 14:21:58.287931
SUB_000399,CUST_00802,PRO,1499,YEARLY,CANCELLED,2026-09-06 14:21:58.287931
SUB_000400,CUST_00802,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-08 14:21:58.287931
SUB_000401,CUST_00791,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-09 14:21:58.288931
SUB_000402,CUST_00506,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-02 14:21:58.288931
SUB_000403,CUST_01207,BASIC,499,YEARLY,ACTIVE,2026-09-05 14:21:58.289415
SUB_000404,CUST_01931,BASIC,499,MONTHLY,ACTIVE,2026-09-10 14:21:58.289415
SUB_000405,CUST_00025,PRO,1499,MONTHLY,ACTIVE,2026-09-30 14:21:58.289415
SUB_000406,CUST_00056,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-07 14:21:58.289415
SUB_000407,CUST_00333,PRO,1499,MONTHLY,ACTIVE,2026-09-12 14:21:58.290425
SUB_000408,CUST_00037,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-09 14:21:58.290932
SUB_000409,CUST_00302,PRO,1499,MONTHLY,CANCELLED,2026-09-05 14:21:58.290932
SUB_000410,CUST_00998,BASIC,499,YEARLY,ACTIVE,2026-09-05 14:21:58.290932
SUB_000411,CUST_01479,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-22 14:21:58.291940
SUB_000412,CUST_00942,PRO,1499,MONTHLY,CANCELLED,2026-09-27 14:21:58.291940
SUB_000413,CUST_00285,BASIC,499,MONTHLY,PAST_DUE,2026-09-05 14:21:58.291940
SUB_000414,CUST_01097,PRO,1499,MONTHLY,ACTIVE,2026-09-06 14:21:58.291940
SUB_000415,CUST_01019,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-21 14:21:58.291940
SUB_000416,CUST_00353,PRO,1499,YEARLY,CANCELLED,2026-09-13 14:21:58.292940
SUB_000417,CUST_00760,BUSINESS,4999,YEARLY,ACTIVE,2026-09-12 14:21:58.292940
SUB_000418,CUST_01675,PRO,1499,MONTHLY,PAST_DUE,2026-09-06 14:21:58.292940
SUB_000419,CUST_01551,BUSINESS,4999,YEARLY,CANCELLED,2026-09-12 14:21:58.292940
SUB_000420,CUST_00053,BUSINESS,4999,YEARLY,CANCELLED,2026-09-06 14:21:58.292940
SUB_000421,CUST_00420,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-22 14:21:58.292940
SUB_000422,CUST_01894,BASIC,499,YEARLY,PAST_DUE,2026-09-06 14:21:58.292940
SUB_000423,CUST_01774,PRO,1499,MONTHLY,CANCELLED,2026-09-02 14:21:58.293939
SUB_000424,CUST_01604,PRO,1499,YEARLY,ACTIVE,2026-09-09 14:21:58.293939
SUB_000425,CUST_00832,BUSINESS,4999,YEARLY,ACTIVE,2026-09-05 14:21:58.293939
SUB_000426,CUST_00691,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-14 14:21:58.293939
SUB_000427,CUST_00390,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-18 14:21:58.293939
SUB_000428,CUST_00591,PRO,1499,YEARLY,CANCELLED,2026-09-03 14:21:58.293939
SUB_000429,CUST_01074,BASIC,499,YEARLY,ACTIVE,2026-09-29 14:21:58.293939
SUB_000430,CUST_00141,PRO,1499,YEARLY,PAST_DUE,2026-09-20 14:21:58.293939
SUB_000431,CUST_00156,BASIC,499,YEARLY,ACTIVE,2026-09-26 14:21:58.294939
SUB_000432,CUST_01408,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-05 14:21:58.294939
SUB_000433,CUST_01892,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-11 14:21:58.294939
SUB_000434,CUST_00118,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-11 14:21:58.294939
SUB_000435,CUST_00536,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-18 14:21:58.294939
SUB_000436,CUST_00897,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-06 14:21:58.294939
SUB_000437,CUST_00166,BASIC,499,YEARLY,ACTIVE,2026-09-11 14:21:58.294939
SUB_000438,CUST_00373,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-25 14:21:58.295940
SUB_000439,CUST_01992,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-27 14:21:58.295940
SUB_000440,CUST_00672,PRO,1499,YEARLY,CANCELLED,2026-09-07 14:21:58.295940
SUB_000441,CUST_00655,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-16 14:21:58.295940
SUB_000442,CUST_01888,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-04 14:21:58.295940
SUB_000443,CUST_01799,PRO,1499,MONTHLY,CANCELLED,2026-09-13 14:21:58.295940
SUB_000444,CUST_00250,BASIC,499,YEARLY,CANCELLED,2026-09-12 14:21:58.296940
SUB_000445,CUST_00898,BASIC,499,YEARLY,CANCELLED,2026-09-02 14:21:58.296940
SUB_000446,CUST_00728,ENTERPRISE,19999,MONTHLY,PAST_DUE,2026-09-02 14:21:58.296940
SUB_000447,CUST_01931,BASIC,499,MONTHLY,CANCELLED,2026-09-15 14:21:58.296940
SUB_000448,CUST_01154,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-22 14:21:58.296940
SUB_000449,CUST_01267,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-14 14:21:58.296940
SUB_000450,CUST_01096,BASIC,499,MONTHLY,ACTIVE,2026-09-30 14:21:58.297940
SUB_000451,CUST_01752,BASIC,499,YEARLY,ACTIVE,2026-09-05 14:21:58.297940
SUB_000452,CUST_01463,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-29 14:21:58.297940
SUB_000453,CUST_00094,BASIC,499,MONTHLY,PAST_DUE,2026-09-25 14:21:58.297940
SUB_000454,CUST_01009,PRO,1499,MONTHLY,PAST_DUE,2026-09-22 14:21:58.297940
SUB_000455,CUST_00863,PRO,1499,YEARLY,CANCELLED,2026-09-11 14:21:58.298940
SUB_000456,CUST_00188,BASIC,499,MONTHLY,ACTIVE,2026-09-10 14:21:58.298940
SUB_000457,CUST_01425,BASIC,499,MONTHLY,ACTIVE,2026-09-16 14:21:58.298940
SUB_000458,CUST_01154,BASIC,499,MONTHLY,ACTIVE,2026-09-18 14:21:58.298940
SUB_000459,CUST_00936,BUSINESS,4999,YEARLY,ACTIVE,2026-09-08 14:21:58.298940
SUB_000460,CUST_01230,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-30 14:21:58.298940
SUB_000461,CUST_00766,ENTERPRISE,19999,MONTHLY,PAST_DUE,2026-09-21 14:21:58.299940
SUB_000462,CUST_00847,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-21 14:21:58.299940
SUB_000463,CUST_01644,PRO,1499,YEARLY,PAST_DUE,2026-09-10 14:21:58.299940
SUB_000464,CUST_00663,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-14 14:21:58.299940
SUB_000465,CUST_00502,BASIC,499,MONTHLY,ACTIVE,2026-09-21 14:21:58.299940
SUB_000466,CUST_00240,BASIC,499,YEARLY,ACTIVE,2026-09-20 14:21:58.300940
SUB_000467,CUST_00592,BASIC,499,MONTHLY,CANCELLED,2026-09-25 14:21:58.300940
SUB_000468,CUST_01031,PRO,1499,YEARLY,CANCELLED,2026-09-12 14:21:58.300940
SUB_000469,CUST_00595,BASIC,499,YEARLY,CANCELLED,2026-09-01 14:21:58.300940
SUB_000470,CUST_01797,BASIC,499,MONTHLY,PAST_DUE,2026-09-07 14:21:58.300940
SUB_000471,CUST_01257,BASIC,499,MONTHLY,PAST_DUE,2026-09-27 14:21:58.300940
SUB_000472,CUST_01560,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-21 14:21:58.301940
SUB_000473,CUST_01005,BUSINESS,4999,YEARLY,ACTIVE,2026-09-24 14:21:58.301940
SUB_000474,CUST_00734,BUSINESS,4999,YEARLY,ACTIVE,2026-09-04 14:21:58.301940
SUB_000475,CUST_01093,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-20 14:21:58.301940
SUB_000476,CUST_00437,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-11 14:21:58.301940
SUB_000477,CUST_00813,BUSINESS,4999,YEARLY,ACTIVE,2026-09-11 14:21:58.302940
SUB_000478,CUST_01348,PRO,1499,MONTHLY,PAST_DUE,2026-09-26 14:21:58.302940
SUB_000479,CUST_01803,BASIC,499,MONTHLY,PAST_DUE,2026-09-12 14:21:58.302940
SUB_000480,CUST_00166,BASIC,499,MONTHLY,CANCELLED,2026-09-26 14:21:58.302940
SUB_000481,CUST_00958,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-18 14:21:58.302940
SUB_000482,CUST_00338,PRO,1499,YEARLY,PAST_DUE,2026-09-11 14:21:58.302940
SUB_000483,CUST_00406,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-22 14:21:58.303940
SUB_000484,CUST_01716,ENTERPRISE,19999,YEARLY,PAST_DUE,2026-09-07 14:21:58.303940
SUB_000485,CUST_00968,BASIC,499,YEARLY,CANCELLED,2026-09-07 14:21:58.303940
SUB_000486,CUST_01027,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-05 14:21:58.303940
SUB_000487,CUST_00912,ENTERPRISE,19999,YEARLY,ACTIVE,2026-09-28 14:21:58.303940
SUB_000488,CUST_01810,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-18 14:21:58.304940
SUB_000489,CUST_01981,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-15 14:21:58.304940
SUB_000490,CUST_01300,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-27 14:21:58.304940
SUB_000491,CUST_01253,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-14 14:21:58.304940
SUB_000492,CUST_01974,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-08 14:21:58.304940
SUB_000493,CUST_01387,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-06 14:21:58.305941
SUB_000494,CUST_01814,PRO,1499,MONTHLY,ACTIVE,2026-09-10 14:21:58.305941
SUB_000495,CUST_00703,PRO,1499,MONTHLY,PAST_DUE,2026-09-28 14:21:58.305941
SUB_000496,CUST_01119,BASIC,499,YEARLY,ACTIVE,2026-09-16 14:21:58.305941
SUB_000497,CUST_00033,BASIC,499,MONTHLY,ACTIVE,2026-09-21 14:21:58.305941
SUB_000498,CUST_00791,BASIC,499,MONTHLY,ACTIVE,2026-09-10 14:21:58.305941
SUB_000499,CUST_00664,PRO,1499,YEARLY,ACTIVE,2026-09-20 14:21:58.306940
SUB_000500,CUST_00091,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-27 14:21:58.306940
SUB_000501,CUST_00756,BASIC,499,MONTHLY,CANCELLED,2026-09-06 14:21:58.306940
SUB_000502,CUST_01746,BASIC,499,MONTHLY,ACTIVE,2026-09-18 14:21:58.306940
SUB_000503,CUST_00955,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-27 14:21:58.306940
SUB_000504,CUST_00033,ENTERPRISE,19999,MONTHLY,CANCELLED,2026-09-28 14:21:58.306940
SUB_000505,CUST_00329,PRO,1499,MONTHLY,ACTIVE,2026-09-06 14:21:58.306940
SUB_000506,CUST_00375,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-02 14:21:58.306940
SUB_000507,CUST_00848,BASIC,499,MONTHLY,ACTIVE,2026-09-28 14:21:58.306940
SUB_000508,CUST_01709,BUSINESS,4999,MONTHLY,CANCELLED,2026-09-08 14:21:58.306940
SUB_000509,CUST_01448,PRO,1499,YEARLY,PAST_DUE,2026-09-07 14:21:58.306940
SUB_000510,CUST_00203,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-01 14:21:58.306940
SUB_000511,CUST_00919,BUSINESS,4999,YEARLY,ACTIVE,2026-09-03 14:21:58.306940
SUB_000512,CUST_00110,PRO,1499,MONTHLY,ACTIVE,2026-09-29 14:21:58.306940
SUB_000513,CUST_01196,PRO,1499,MONTHLY,PAST_DUE,2026-09-05 14:21:58.306940
SUB_000514,CUST_01120,ENTERPRISE,19999,MONTHLY,ACTIVE,2026-09-09 14:21:58.306940
SUB_000515,CUST_00591,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-10 14:21:58.306940
SUB_000516,CUST_00632,BASIC,499,YEARLY,ACTIVE,2026-09-17 14:21:58.306940
SUB_000517,CUST_00989,BASIC,499,YEARLY,PAST_DUE,2026-09-12 14:21:58.306940
SUB_000518,CUST_00621,BUSINESS,4999,MONTHLY,PAST_DUE,2026-09-25 14:21:58.306940
SUB_000519,CUST_00862,BUSINESS,4999,YEARLY,CANCELLED,2026-09-27 14:21:58.306940
SUB_000520,CUST_00935,BUSINESS,4999,YEARLY,PAST_DUE,2026-09-05 14:21:58.306940
SUB_000521,CUST_00228,ENTERPRISE,19999,YEARLY,CANCELLED,2026-09-12 14:21:58.306940
SUB_000522,CUST_00473,BASIC,499,YEARLY,ACTIVE,2026-09-25 14:21:58.306940
SUB_000523,CUST_00018,PRO,1499,MONTHLY,ACTIVE,2026-09-29 14:21:58.306940
SUB_000524,CUST_01975,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-21 14:21:58.306940
SUB_000525,CUST_01735,ENTERPRISE,19999,MONTHLY,PAST_DUE,2026-09-09 14:21:58.306940
SUB_000526,CUST_00625,PRO,1499,YEARLY,CANCELLED,2026-09-25 14:21:58.306940
SUB_000527,CUST_01430,BUSINESS,4999,MONTHLY,ACTIVE,2026-09-10 14:21:58.306940
SUB_000528,CUST_01506,BASIC,499,MONTHLY,ACTIVE,2026-09-06 14:21:58.306940
